MAC Address,Network Adapter,IP Address,Computer Name,GUID/UUID,GUID/UUID Mac Address Conversion,Total RAM Memory,Sid,RAM Memory Bank Label,RAM Memory Capacity,RAM Memory Device Locator,RAM Memory Manufacturer,Computer Manufacturer,Computer Model,Computer Serial,Motherboard Manufacturer,Motherboard Model,Motherboard Product,Motherboard Serial Number,Motherboard Version,Hard Disk Drive Letter,Hard Disk Size,Hard Disk Free Space,Hard Disk Volume Serial Number,Hard Disk Manufacturer,Hard Disk Model,Hard Disk Device ID,Hard Disk Interface Type,Hard Disk Partitions,Hard Disk Total Cylinders,Hard Disk Total Heads,Hard Disk Total Sectors,Hard Disk Total Tracks,Hard Disk Tracks Per Cylinder,Processor Name,Processor Type,Processor Family,Sound Card Manufacturer,Sound Card Product Name,Sound Card Description,Sound Card Name,Video Card Name,Video Card Setting ID,Floppy Manufacturer,Floppy Name,Floppy Device ID,CDROMCaptionSet,CDROMDescriptionSet,CDROMDeviceIDSet,CDROMDriveSet,CDROMManufacturerSet,CDROMNameSet,BIOS Version,Dell Service Tag,Date of Log,Time of Log
26:7C:8F:3D:B5:BE,Microsoft Virtual WiFi Miniport Adapter,10.1.128.52,GPBEAHAN,C0BE6437-EAE6-DF11-BBC3-A5A0DE63408F,00000000-0000-0000-0000-267C8F3DB5BE,2940731392,N/A,1:Bank 0 2:Bank 1 ,1:1073741824 2:2147483648 ,1:M1 2:M2 ,1:80CE             2:0198             ,Acer           ,Aspire 3820                    ,LXR2Z02011044003662000        ,Acer           ,,Aspire 3820                    ,LXR2Z02011044003662000        ,V1.17          ,1:C: ,1:297 GB ,1:272 GB ,1:66E8679D ,1:(Standard disk drives) ,1:WDC WD3200BPVT-22ZEST0 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:38913 ,0.21875,1:625137345 ,1:9922815 ,0.21875,1:Intel(R) Pentium(R) CPU        P6100  @ 2.00GHz ,01:09,1:x64 Family 6 Model 37 Stepping 5 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACRSYS - 6040000,N/A,17/10/2013,11:56:52
08:ED:B9:28:DB:7A,Microsoft Virtual WiFi Miniport Adapter,10.1.128.143,HARDWICK07,DFEC6F5C-2198-E111-92C3-DC0EA1B5BA15,00000000-0000-0000-0000-08EDB928DB7A,1985855488,N/A,1:BANK 0 ,1:2147483648 ,1:ChannelA-DIMM0 ,1:Nanya Technology ,Acer,TravelMate 8481,NXV71EK0022201B9A81601,Acer,,BA41_HS,Base Board Serial Number,Base Board Version,1:C: ,1:297 GB ,1:241 GB ,1:66E8679D ,1:(Standard disk drives) ,1:WDC WD3200BPVT-22ZEST0 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:38913 ,0.21875,1:625137345 ,1:9922815 ,0.21875,1:Intel(R) Core(TM) i3-2367M CPU @ 1.40GHz ,01:09,1:x64 Family 6 Model 42 Stepping 7 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACRSYS - 1,N/A,17/10/2013,10:13:17
70:71:BC:AA:6A:C9,Realtek RTL8168D/8111D Family PCI-E Gigabit Ethernet NIC (NDIS 6.20),10.1.128.22,JAS07,51035680-605E-1016-9939-C6562CC23A8E,00000000-0000-0000-0000-7071BCAA6AC9,3184709632,N/A,1:BANK0 2:BANK2 ,1:2147483648 2:1073741824 ,1:DIMM0 2:DIMM2 ,1:CE80000000000000 2:CE80000000000000 ,Hewlett-Packard,HP Pro 3120 Small Form Factor PC,CZC046BF8N,PEGATRON CORPORATION,,2A94,1.07067E+14,1.03,1:C: ,1:37 GB ,1:1 GB ,1:760D95DC ,1:(Standard disk drives) 2:(Standard disk drives) ,1:INTEL SSDSA2M040G2GC ATA Device 2:Generic- Multi-Card USB Device ,1:\\.\PHYSICALDRIVE0 2:\\.\PHYSICALDRIVE1 ,1: IDE 2: USB ,1:2 2:0 ,1:4865 2: ,1:255 2: ,1:78156225 2: ,1:1240575 2: ,1:255 2: ,1:Pentium(R) Dual-Core  CPU      E5500  @ 2.80GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp DVD-RAM GH60L ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHP_DVD-RAM_GH60L________________________RD01____\5&30A271E9&0&2.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp DVD-RAM GH60L ATA Device ,HPQOEM - 20100702,N/A,17/10/2013,08:22:09
70:71:BC:AA:6A:A6,Realtek RTL8168D/8111D Family PCI-E Gigabit Ethernet NIC (NDIS 6.20),10.1.129.30,JLIDBETTER07,32518F80-605F-1016-9562-FF5BCB350A4F,00000000-0000-0000-0000-7071BCAA6AA6,3184709632,N/A,1:BANK0 2:BANK2 ,1:2147483648 2:1073741824 ,1:DIMM0 2:DIMM2 ,1:CE80000000000000 2:CE80000000000000 ,Hewlett-Packard,HP Pro 3120 Small Form Factor PC,CZC046BF9B,PEGATRON CORPORATION,,2A94,1.07067E+14,1.03,1:C: ,1:37 GB ,1:6 GB ,1:760D95DC ,1:(Standard disk drives) 2:(Standard disk drives) ,1:INTEL SSDSA2M040G2GC ATA Device 2:Generic- Multi-Card USB Device ,1:\\.\PHYSICALDRIVE0 2:\\.\PHYSICALDRIVE1 ,1: IDE 2: USB ,1:2 2:0 ,1:4865 2: ,1:255 2: ,1:78156225 2: ,1:1240575 2: ,1:255 2: ,1:Pentium(R) Dual-Core  CPU      E5500  @ 2.80GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp DVD-RAM GH60L ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHP_DVD-RAM_GH60L________________________RD01____\5&30A271E9&0&2.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp DVD-RAM GH60L ATA Device ,HPQOEM - 20100702,N/A,17/10/2013,08:47:17
50:46:5D:44:B9:34,Qualcomm Atheros AR8161/8165 PCI-E Gigabit Ethernet Controller (NDIS 6.20),10.1.128.14,JMATHEWS,0000BEAC-0043-1D3A-FFFF-50465D44B934,00000000-0000-0000-0000-50465D44B934,3650830336,N/A,1:BANK 0 ,1:4294967296 ,1:ChannelA-DIMM0 ,1:Micron ,ASUSTeK COMPUTER INC.,S400CA,CCN0BC391764527     ,ASUSTeK COMPUTER INC.,,S400CA,BSN12345678901234567,1,1:C: ,1:167 GB ,1:143 GB ,1:E4103A3F ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i3-2365M CPU @ 1.40GHz ,01:09,1:x64 Family 6 Model 42 Stepping 7 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,_ASUS_ - 1072009,N/A,17/10/2013,08:31:27
08:ED:B9:28:DA:E2,Broadcom 802.11n Network Adapter,10.1.128.206,JPICKERING07,D6C3531F-C489-E111-A961-DC0EA1AFC568,00000000-0000-0000-0000-08EDB928DAE2,1985855488,N/A,1:BANK 0 ,1:2147483648 ,1:ChannelA-DIMM0 ,1:Nanya Technology ,Acer,TravelMate 8481,NXV71EK0022201C8311601,Acer,,BA41_HS,Base Board Serial Number,Base Board Version,1:C: ,1:55 GB ,1:33 GB ,1:B61C664A ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Core(TM) i3-2367M CPU @ 1.40GHz ,01:09,1:x64 Family 6 Model 42 Stepping 7 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACRSYS - 1,N/A,17/10/2013,08:19:25
00:15:58:79:9D:61,Marvell Yukon 88E8001/8003/8010 PCI Gigabit Ethernet Controller,10.1.131.7,JROBERTS07,00000000-0000-0000-0807-060504030201,00000000-0000-0000-0000-001558799D61,2137513984,N/A,1:Bank0/1 2:Bank2/3 ,1:1073741824 2:1073741824 ,1:A0 2:A1 ,1:None 2:None ,OEM,OEM,OEM,Foxconn,,946 7MA Series, , ,1:C: ,1:37 GB ,1:16 GB ,1:006F8EF0 ,1:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.420138889,0.21875,1:78156225 ,1:1240575 ,0.21875,1:Intel(R) Core(TM)2 Duo CPU     E4500  @ 2.20GHz ,01:09,1:x64 Family 6 Model 15 Stepping 13 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:TSSTcorp CDDVDW SH-S202J ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMTSSTCORP_CDDVDW_SH-S202J________________SB01____\5&18EE0F43&0&0.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:TSSTcorp CDDVDW SH-S202J ATA Device ,IntelR - 42302e31,N/A,17/10/2013,09:54:41
20:6A:8A:21:CA:29,Atheros AR8151 PCI-E Gigabit Ethernet Controller,10.1.130.148,JUDYLAPTOP,A0A345F8-74E6-DF11-8BA1-83742AC6D136,00000000-0000-0000-0000-206A8A21CA29,2940731392,N/A,1:Bank 0 2:Bank 1 ,1:1073741824 2:2147483648 ,1:M1 2:M2 ,1:80CE             2:0198             ,Acer           ,Aspire 3820                    ,LXR2Z020110440032C2000        ,Acer           ,,Aspire 3820                    ,LXR2Z020110440032C2000        ,V1.17          ,1:C: ,1:297 GB ,1:269 GB ,1:66E8679D ,1:(Standard disk drives) ,1:WDC WD3200BPVT-22ZEST0 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:38913 ,0.21875,1:625137345 ,1:9922815 ,0.21875,1:Intel(R) Pentium(R) CPU        P6100  @ 2.00GHz ,01:09,1:x64 Family 6 Model 37 Stepping 5 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACRSYS - 6040000,N/A,17/10/2013,08:21:43
EC:55:F9:20:B2:F0,Microsoft Virtual WiFi Miniport Adapter,10.1.128.142,KAREN07,B2E8183B-E3B1-C24A-BB94-60EB69FFC6C5,00000000-0000-0000-0000-EC55F920B2F0,2940715008,N/A,1:Bank 0 2:Bank 1 ,1:2147483648 2:1073741824 ,1:M1 2:M2 ,1:830B             2:0198             ,Acer            ,TravelMate 8572T ,LXTZT030711150130F2500,Acer            ,,BAP50-CP        ,114IB5MBQTF000DA,Not Applicable,1:C: ,1:297 GB ,1:237 GB ,1:3E3F800D ,1:(Standard disk drives) ,1:Hitachi HTS545032B9A300 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:38913 ,0.21875,1:625137345 ,1:9922815 ,0.21875,1:Intel(R) Core(TM) i3 CPU       M 380  @ 2.53GHz ,01:09,1:x64 Family 6 Model 37 Stepping 5 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:Optiarc DVD RW AD-7585H ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMOPTIARC_DVD_RW_AD-7585H_________________KX04____\5&1002400&0&1.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:Optiarc DVD RW AD-7585H ATA Device ,ACRSYS - 6040000,N/A,16/10/2013,21:40:43
CC:AF:78:7D:67:57,Atheros AR5B97 Wireless Network Adapter,169.254.14.212,LAPTOPNM,9E12F4FF-3388-E011-9238-B870F4922EC1,00000000-0000-0000-0000-CCAF787D6757,2799550464,N/A,1:BANK 0 2:BANK 2 ,1:1073741824 2:2147483648 ,1:ChannelA-DIMM0 2:ChannelB-DIMM0 ,1: 2:Kinston ,Acer,Aspire 4830T,LXRGP020331260BC5D1601,Acer,,JM40_HR,Base Board Serial Number,Base Board Version,1:C: ,1:55 GB ,1:28 GB ,1:F2295278 ,1:(Standard disk drives) ,1:INTEL SSDSC2CW060A3 ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Core(TM) i3-2310M CPU @ 2.10GHz ,01:09,1:x64 Family 6 Model 42 Stepping 7 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:MATSHITA DVD-RAM UJ8A2AS ,0:CD-ROM Drive ,0:IDE\CDROMMATSHITA_DVD-RAM_UJ8A2AS________________1.00____\4&25B40206&0&0.1.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:MATSHITA DVD-RAM UJ8A2AS ,ACRSYS - 1,N/A,16/10/2013,15:44:53
00:1D:92:80:D0:33,Realtek RTL8168C(P)/8111C(P) Family PCI-E Gigabit Ethernet NIC (NDIS 6.20),10.1.129.160,LELLIS07,Unknown,00000000-0000-0000-0000-001D9280D033,2138300416,N/A,1:BANK0 2:BANK1 ,1:1073741824 2:1073741824 ,1:DIMM0 2:DIMM1 ,1:Manufacturer0 2:Manufacturer1 ,MICRO-STAR INTERNATIONAL CO.LTD,MS-7507,To Be Filled By O.E.M.,MICRO-STAR INTERNATIONAL CO.LTD,,MS-7507,To be filled by O.E.M.,1,1:C: ,1:37 GB ,1:5 GB ,1:E21BCEC9 ,1:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.420138889,0.21875,1:78156225 ,1:1240575 ,0.21875,1:Intel(R) Pentium(R) Dual  CPU  E2180  @ 2.00GHz ,01:09,1:x64 Family 6 Model 15 Stepping 13 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,(Standard floppy disk drives),Floppy disk drive,FDC\GENERIC_FLOPPY_DRIVE\5&1199FD07&0&0,0:TSSTcorp CDDVDW SH-S202J ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMTSSTCORP_CDDVDW_SH-S202J________________SB01____\5&16B536FC&0&0.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:TSSTcorp CDDVDW SH-S202J ATA Device ,070408 - 20080704,N/A,17/10/2013,08:04:53
00:24:54:66:D3:B6,Generic Marvell Yukon 88E8040 PCI-E Fast Ethernet Controller,10.1.130.92,LIB701,42BA1680-1DE6-11B2-8000-EEB1DA77F19A,00000000-0000-0000-0000-00245466D3B6,1062518784,N/A,1:DIMM 0 ,1:1073741824 ,1:J6G1 ,1:48spaces                                         ,SAMSUNG ELECTRONICS CO. LTD.,N220                       ,ZO1D93BZ200680,SAMSUNG ELECTRONICS CO. LTD.,,N220                       ,123490EN400015,Not Applicable,1:C: ,1:55 GB ,1:30 GB ,1:0E98B866 ,1:(Standard disk drives) ,1:INTEL SSDSC2CW060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Atom(TM) CPU N450   @ 1.66GHz ,01:09,1:x64 Family 6 Model 28 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SECCSD - 6040000,N/A,16/10/2013,15:54:43
00:24:54:66:D8:31,Generic Marvell Yukon 88E8040 PCI-E Fast Ethernet Controller,10.1.130.88,LIB702,Unknown,00000000-0000-0000-0000-00245466D831,1062518784,N/A,1:DIMM 0 ,1:1073741824 ,1:J6G1 ,1:48spaces                                         ,SAMSUNG ELECTRONICS CO. LTD.,N220                       ,ZO1D93BZ,SAMSUNG ELECTRONICS CO. LTD.,,N220                       ,123490EN400015,Not Applicable,1:C: ,1:55 GB ,1:30 GB ,1:0E98B866 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Atom(TM) CPU N450   @ 1.66GHz ,01:09,1:x64 Family 6 Model 28 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SECCSD - 6040000,N/A,17/10/2013,11:34:29
00:24:54:66:D7:90,Generic Marvell Yukon 88E8040 PCI-E Fast Ethernet Controller,10.1.130.149,LIB703,AD9FBA60-1DE4-11B2-8000-C02E3E57D428,00000000-0000-0000-0000-00245466D790,1062518784,N/A,1:DIMM 0 ,1:1073741824 ,1:J6G1 ,1:48spaces                                         ,SAMSUNG ELECTRONICS CO. LTD.,N220                       ,ZO1D93BZ200626,SAMSUNG ELECTRONICS CO. LTD.,,N220                       ,123490EN400015,Not Applicable,1:C: ,1:55 GB ,1:29 GB ,1:0E98B866 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Atom(TM) CPU N450   @ 1.66GHz ,01:09,1:x64 Family 6 Model 28 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SECCSD - 6040000,N/A,17/10/2013,11:33:59
B4:82:FE:07:EC:0A,Realtek RTL8192E Wireless LAN 802.11n PCI-E NIC,10.1.130.220,LIB704,AF8E1CE0-1DE4-11B2-8000-AE51CFB70282,00000000-0000-0000-0000-B482FE07EC0A,1062518784,N/A,1:DIMM 0 ,1:1073741824 ,1:J6G1 ,1:48spaces                                         ,SAMSUNG ELECTRONICS CO. LTD.,N220                       ,ZO1D93BZ200631,SAMSUNG ELECTRONICS CO. LTD.,,N220                       ,123490EN400015,Not Applicable,1:C: ,1:55 GB ,1:30 GB ,1:4E496BF6 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Atom(TM) CPU N450   @ 1.66GHz ,01:09,1:x64 Family 6 Model 28 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SECCSD - 6040000,N/A,17/10/2013,08:32:13
00:24:54:5A:6A:DE,Generic Marvell Yukon 88E8040 PCI-E Fast Ethernet Controller,10.1.130.105,LIB705,F960BCC0-1DD9-11B2-8000-CF4C4B7AE537,00000000-0000-0000-0000-0024545A6ADE,1062518784,N/A,1:DIMM 0 ,1:1073741824 ,1:J6G1 ,1:48spaces                                         ,SAMSUNG ELECTRONICS CO. LTD.,N220                       ,123490EN400015,SAMSUNG ELECTRONICS CO. LTD.,,N220                       ,123490EN400015,Not Applicable,1:C: ,1:55 GB ,1:31 GB ,1:0E98B866 ,1:(Standard disk drives) ,1:INTEL SSDSC2CW060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Atom(TM) CPU N450   @ 1.66GHz ,01:09,1:x64 Family 6 Model 28 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SECCSD - 6040000,N/A,17/10/2013,11:30:44
B4:82:FE:07:EE:39,Realtek RTL8192E Wireless LAN 802.11n PCI-E NIC,10.1.130.151,LIB706,1D07EE40-1DE5-11B2-8000-8BBD0940BD9A,00000000-0000-0000-0000-B482FE07EE39,1062518784,N/A,1:DIMM 0 ,1:1073741824 ,1:J6G1 ,1:48spaces                                         ,SAMSUNG ELECTRONICS CO. LTD.,N220                       ,ZO1D93BZ200575,SAMSUNG ELECTRONICS CO. LTD.,,N220                       ,123490EN400015,Not Applicable,1:C: ,1:55 GB ,1:31 GB ,1:C87C69F6 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Atom(TM) CPU N450   @ 1.66GHz ,01:09,1:x64 Family 6 Model 28 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SECCSD - 6040000,N/A,17/10/2013,11:28:27
B4:82:FE:08:12:04,Microsoft Virtual WiFi Miniport Adapter,10.1.130.184,LIB708,C923AF20-1DE5-11B2-8000-D01E0F80F211,00000000-0000-0000-0000-B482FE081204,1062518784,N/A,1:DIMM 0 ,1:1073741824 ,1:J6G1 ,1:48spaces                                         ,SAMSUNG ELECTRONICS CO. LTD.,N220                       ,ZO1D93BZ200650,SAMSUNG ELECTRONICS CO. LTD.,,N220                       ,123490EN400015,Not Applicable,1:C: ,1:111 GB ,1:83 GB ,1:0E98B866 ,1:(Standard disk drives) ,1:INTEL SSDSC2CW120A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:14593 ,0.21875,1:234436545 ,1:3721215 ,0.21875,1:Intel(R) Atom(TM) CPU N450   @ 1.66GHz ,01:09,1:x64 Family 6 Model 28 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SECCSD - 6040000,N/A,16/10/2013,15:51:34
B4:82:FE:07:E1:F0,Microsoft Virtual WiFi Miniport Adapter,10.1.130.150,LIB709,461BC2A0-1DE7-11B2-8000-9EBD810EBE27,00000000-0000-0000-0000-B482FE07E1F0,1062518784,N/A,1:DIMM 0 ,1:1073741824 ,1:J6G1 ,1:48spaces                                         ,SAMSUNG ELECTRONICS CO. LTD.,N220                       ,ZO1D93BZ200522,SAMSUNG ELECTRONICS CO. LTD.,,N220                       ,123490EN400015,Not Applicable,1:C: ,1:55 GB ,1:30 GB ,1:0E98B866 ,1:(Standard disk drives) ,1:INTEL SSDSC2CW060A ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Atom(TM) CPU N450   @ 1.66GHz ,01:09,1:x64 Family 6 Model 28 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SECCSD - 6040000,N/A,17/10/2013,11:36:35
00:24:54:66:D5:AE,Generic Marvell Yukon 88E8040 PCI-E Fast Ethernet Controller,10.1.128.64,LIB711,FC282E40-1DE6-11B2-8000-CFADA0A43FC1,00000000-0000-0000-0000-00245466D5AE,1062518784,N/A,1:DIMM 0 ,1:1073741824 ,1:J6G1 ,1:48spaces                                         ,SAMSUNG ELECTRONICS CO. LTD.,N220                       ,ZO1D93BZ200530,SAMSUNG ELECTRONICS CO. LTD.,,N220                       ,123490EN400015,Not Applicable,1:C: ,1:55 GB ,1:29 GB ,1:0E98B866 ,1:(Standard disk drives) ,1:INTEL SSDSC2CW060A ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Atom(TM) CPU N450   @ 1.66GHz ,01:09,1:x64 Family 6 Model 28 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SECCSD - 6040000,N/A,16/10/2013,15:54:39
00:24:54:66:D4:43,Generic Marvell Yukon 88E8040 PCI-E Fast Ethernet Controller,10.1.130.187,LIB712,76CD3160-1DE5-11B2-8000-C5128A053707,00000000-0000-0000-0000-00245466D443,1062518784,N/A,1:DIMM 0 ,1:1073741824 ,1:J6G1 ,1:48spaces                                         ,SAMSUNG ELECTRONICS CO. LTD.,N220                       ,ZO1D93BZ200667,SAMSUNG ELECTRONICS CO. LTD.,,N220                       ,123490EN400015,Not Applicable,1:C: ,1:55 GB ,1:31 GB ,1:0E98B866 ,1:(Standard disk drives) ,1:INTEL SSDSC2CW060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Atom(TM) CPU N450   @ 1.66GHz ,01:09,1:x64 Family 6 Model 28 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SECCSD - 6040000,N/A,17/10/2013,11:28:35
B4:82:FE:07:ED:7C,Realtek RTL8192E Wireless LAN 802.11n PCI-E NIC,10.1.129.191,LIB714,057485E0-1DEA-11B2-8000-BEF3AC74F314,00000000-0000-0000-0000-B482FE07ED7C,1062518784,N/A,1:DIMM 0 ,1:1073741824 ,1:J6G1 ,1:48spaces                                         ,SAMSUNG ELECTRONICS CO. LTD.,N220                       ,ZO1D93BZ200610,SAMSUNG ELECTRONICS CO. LTD.,,N220                       ,123490EN400015,Not Applicable,1:C: ,1:111 GB ,1:84 GB ,1:0E98B866 ,1:(Standard disk drives) ,1:INTEL SSDSA2CW600G3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:03,1:72961 ,0.21875,1:1172118465 ,1:18605055 ,0.21875,1:Intel(R) Atom(TM) CPU N450   @ 1.66GHz ,01:09,1:x64 Family 6 Model 28 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SECCSD - 6040000,N/A,17/10/2013,11:27:54
