MAC Address,Network Adapter,IP Address,Computer Name,GUID/UUID,GUID/UUID Mac Address Conversion,Total RAM Memory,Sid,RAM Memory Bank Label,RAM Memory Capacity,RAM Memory Device Locator,RAM Memory Manufacturer,Computer Manufacturer,Computer Model,Computer Serial,Motherboard Manufacturer,Motherboard Model,Motherboard Product,Motherboard Serial Number,Motherboard Version,Hard Disk Drive Letter,Hard Disk Size,Hard Disk Free Space,Hard Disk Volume Serial Number,Hard Disk Manufacturer,Hard Disk Model,Hard Disk Device ID,Hard Disk Interface Type,Hard Disk Partitions,Hard Disk Total Cylinders,Hard Disk Total Heads,Hard Disk Total Sectors,Hard Disk Total Tracks,Hard Disk Tracks Per Cylinder,Processor Name,Processor Type,Processor Family,Sound Card Manufacturer,Sound Card Product Name,Sound Card Description,Sound Card Name,Video Card Name,Video Card Setting ID,Floppy Manufacturer,Floppy Name,Floppy Device ID,CDROMCaptionSet,CDROMDescriptionSet,CDROMDeviceIDSet,CDROMDriveSet,CDROMManufacturerSet,CDROMNameSet,BIOS Version,Dell Service Tag,Date of Log,Time of Log
74:27:EA:43:90:63,Realtek PCIe GBE Family Controller,10.1.129.18,CS36,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA439063,8459268096,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11999,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:129 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:20:45
74:27:EA:43:8F:FA,Realtek PCIe GBE Family Controller,10.1.128.245,CS38,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA438FFA,8459268096,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11973,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:130 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,10:15:24
74:27:EA:43:8D:BA,Realtek PCIe GBE Family Controller,10.1.128.247,CS39,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA438DBA,8459268096,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11956,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:129 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,10:07:54
74:27:EA:43:8D:24,Realtek PCIe GBE Family Controller,10.1.129.116,CS40,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA438D24,8459268096,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11957,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:135 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,10:15:30
74:27:EA:43:8E:B2,Realtek PCIe GBE Family Controller,10.1.128.253,CS43,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA438EB2,8459268096,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11965,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:126 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:21:11
74:27:EA:43:8F:C5,Realtek PCIe GBE Family Controller,10.1.128.254,CS44,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA438FC5,8459268096,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11992,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:126 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:21:33
74:27:EA:43:8D:A4,Realtek PCIe GBE Family Controller,10.1.128.252,CS45,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA438DA4,8459268096,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11996,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:128 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:18:13
74:27:EA:43:8F:E9,Realtek PCIe GBE Family Controller,10.1.129.9,CS46,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA438FE9,8459268096,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11979,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:127 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:15:46
74:27:EA:0A:EA:F2,Realtek PCIe GBE Family Controller,10.1.129.7,CS47,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA0AEAF2,8457682944,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11753,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:126 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:27:24
74:27:EA:43:8E:A8,Realtek PCIe GBE Family Controller,10.1.129.10,CS48,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA438EA8,8459268096,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11968,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:126 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:24:44
74:27:EA:43:8F:F5,Realtek PCIe GBE Family Controller,10.1.129.12,CS49,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA438FF5,8459272192,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,ECS,H61H2-I3,0,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:125 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:21:42
74:27:EA:0B:76:CE,Realtek PCIe GBE Family Controller,10.1.129.14,CS50,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA0B76CE,8457682944,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11970,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:127 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:13:36
74:27:EA:43:90:03,Realtek PCIe GBE Family Controller,10.1.129.13,CS51,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA439003,8459268096,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11961,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:126 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:23:31
74:27:EA:43:8E:AD,Realtek PCIe GBE Family Controller,10.1.128.226,CS52,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA438EAD,8459268096,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11995,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:124 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:08:45
74:27:EA:0A:EC:5D,Realtek PCIe GBE Family Controller,10.1.129.5,CS53,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA0AEC5D,8457682944,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11980,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:129 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:07:55
74:27:EA:43:8D:E7,Realtek PCIe GBE Family Controller,10.1.129.11,CS54,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA438DE7,8459268096,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11987,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:129 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:22:16
74:27:EA:0A:EA:8B,Realtek PCIe GBE Family Controller,10.1.129.1,CS56,03000200-0400-0500-0006-000700080009,00000000-0000-0000-0000-7427EA0AEA8B,8457691136,N/A,1:BANK 1 2:BANK 3 ,1:4294967296 2:4294967296 ,1:ChannelA-DIMM1 2:ChannelB-DIMM1 ,1:Kingston 2:Kingston ,VeryPC,H61H2-I3-N,11991,ECS,,H61H2-I3,0,1,1:C: ,1:167 GB ,1:128 GB ,1:A0F75840 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ALASKA - 1072009,N/A,17/10/2013,08:25:47
AC:16:2D:04:CE:0D,Realtek PCIe GBE Family Controller,10.1.128.120,DEPHEAD07,3CC5C8BF-38C4-F629-9BDA-8837244F35C5,00000000-0000-0000-0000-AC162D04CE0D,2047688704,N/A,1:BANK2 ,1:2147483648 ,1:DIMM3 ,1:Micron           ,Hewlett-Packard,HP Pro 3300 Series SFF,CZC22848HC,Foxconn,,2ABF, ,1.3,1:C: ,1:37 GB ,1:3 GB ,1:74CF9D04 ,1:(Standard disk drives) 2:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device 2:Multiple Card  Reader USB Device ,1:\\.\PHYSICALDRIVE0 2:\\.\PHYSICALDRIVE1 ,1: IDE 2: USB ,1:2 2:0 ,1:7297 2: ,1:255 2: ,1:117226305 2: ,1:1860735 2: ,1:255 2: ,1:Intel(R) Pentium(R) CPU G630 @ 2.70GHz ,01:09,1:x64 Family 6 Model 42 Stepping 7 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp DVD-RAM GH80N ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHP_DVD-RAM_GH80N________________________RF03____\5&48FDE0A&0&4.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp DVD-RAM GH80N ATA Device ,HPQOEM - 1072009,N/A,17/10/2013,07:47:20
6C:62:6D:EA:AB:32,Realtek RTL8168D/8111D Family PCI-E Gigabit Ethernet NIC (NDIS 6.20),10.1.128.135,DEV07,C4A4A980-CC75-1016-80E4-CE5A5E133C30,00000000-0000-0000-0000-6C626DEAAB32,1869729792,N/A,1:BANK1 ,1:2147483648 ,1:DIMM1 ,1:2C802C80       ,Hewlett-Packard,HP Pro 3130 Small Form Factor PC,CZC1144JD4,MSI,,2A9C, ,1.1,1:C: ,1:37 GB ,1:3 GB ,1:760D95DC ,1:(Standard disk drives) 2:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device 2:Multi Flash Reader USB Device ,1:\\.\PHYSICALDRIVE0 2:\\.\PHYSICALDRIVE1 ,1: IDE 2: USB ,1:2 2:0 ,1:4865 2: ,1:255 2: ,1:78156225 2: ,1:1240575 2: ,1:255 2: ,1:Intel(R) Core(TM) i3 CPU         550  @ 3.20GHz ,01:09,1:x64 Family 6 Model 37 Stepping 5 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp CDDVDW TS-H653T ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHP_CDDVDW_TS-H653T______________________H6D1____\5&1880A5C&0&2.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp CDDVDW TS-H653T ATA Device ,HPQOEM - 20110318,N/A,16/10/2013,15:51:55
70:71:BC:2F:4E:13,Realtek PCIe GBE Family Controller,10.1.128.102,DRAMAOFFICE07,BCEBE180-0340-1016-AF2C-AD896BACB82D,00000000-0000-0000-0000-7071BC2F4E13,3184709632,N/A,1:BANK0 2:BANK2 ,1:2147483648 2:1073741824 ,1:DIMM0 2:DIMM2 ,1:FE02000000000000 2:2C80000000000000 ,Hewlett-Packard,HP Pro 3120 Small Form Factor PC,CZC029749D,PEGATRON CORPORATION,,2A94,1.05226E+14,1.03,1:C: ,1:37 GB ,1:6 GB ,1:74CF9D04 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Pentium(R) Dual-Core  CPU      E5500  @ 2.80GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp CDDVDW TS-H653R ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHP_CDDVDW_TS-H653R______________________0E00____\5&30A271E9&0&2.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp CDDVDW TS-H653R ATA Device ,HPQOEM - 20100702,N/A,17/10/2013,07:47:22
AC:16:2D:04:CE:12,Realtek PCIe GBE Family Controller,10.1.128.25,ECONOMICS071,E66DCE58-CE3A-1A2B-F95C-68CCB53A90A7,00000000-0000-0000-0000-AC162D04CE12,2047688704,N/A,1:BANK2 ,1:2147483648 ,1:DIMM3 ,1:Micron           ,Hewlett-Packard,HP Pro 3300 Series SFF,CZC22847PQ,Foxconn,,2ABF, ,1.3,1:C: ,1:37 GB ,1:7 GB ,1:74CF9D04 ,1:(Standard disk drives) 2:(Standard disk drives) ,1:INTEL SSDSA2M040G2GC 2:Multiple Card  Reader USB Device ,1:\\.\PHYSICALDRIVE0 2:\\.\PHYSICALDRIVE1 ,1: IDE 2: USB ,1:2 2:0 ,1:4865 2: ,1:255 2: ,1:78156225 2: ,1:1240575 2: ,1:255 2: ,1:Intel(R) Pentium(R) CPU G630 @ 2.70GHz ,01:09,1:x64 Family 6 Model 42 Stepping 7 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp DVD-RAM GH80N ,0:CD-ROM Drive ,0:IDE\CDROMHP_DVD-RAM_GH80N________________________RF03____\4&1BCBC1D2&0&0.1.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp DVD-RAM GH80N ,HPQOEM - 1072009,N/A,17/10/2013,11:34:47
E8:03:9A:A1:EA:58,Realtek PCIe FE Family Controller,10.1.130.169,ENGLISH701,1DD2F6DC-D7C1-11DD-823A-B0B91AF60900,00000000-0000-0000-0000-E8039AA1EA58,1061298176,N/A,1:BANK 1 ,1:1073741824 ,1:DIMM1 ,1:Samsung ,SAMSUNG ELECTRONICS CO. LTD.,NC110P/NC108P/NC111P,HPE191KC400607,SAMSUNG ELECTRONICS CO. LTD.,,SAMSUNG_NP1234567890,123490EN400015,SEC_SW_REVISION_1234567890ABCD,1:C: ,1:167 GB ,1:150 GB ,1:C690BD7C ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Intel(R) Atom(TM) CPU N2600   @ 1.60GHz ,01:09,1:x64 Family 6 Model 54 Stepping 1 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SECCSD - 1072009,N/A,17/10/2013,12:03:31
80:C1:6E:FD:C6:26,Realtek PCIe GBE Family Controller,10.1.128.221,ENGLISHOFFICE07,C268DC2D-F123-9EA9-A954-210BBC0027D4,00000000-0000-0000-0000-80C16EFDC626,2047688704,N/A,1:BANK2 ,1:2147483648 ,1:DIMM3 ,1:Samsung          ,Hewlett-Packard,HP Pro 3300 Series SFF,CZC2245RXZ,Foxconn,,2ABF, ,1.3,1:C: ,1:37 GB ,1:7 GB ,1:74CF9D04 ,1:(Standard disk drives) 2:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device 2:Multiple Card  Reader USB Device ,1:\\.\PHYSICALDRIVE0 2:\\.\PHYSICALDRIVE1 ,1: IDE 2: USB ,1:2 2:0 ,1:7297 2: ,1:255 2: ,1:117226305 2: ,1:1860735 2: ,1:255 2: ,1:Intel(R) Pentium(R) CPU G630 @ 2.70GHz ,01:09,1:x64 Family 6 Model 42 Stepping 7 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp DVD-RAM GH80N ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHP_DVD-RAM_GH80N________________________RF03____\5&48FDE0A&0&4.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp DVD-RAM GH80N ATA Device ,HPQOEM - 1072009,N/A,17/10/2013,07:09:42
